Chr	Start	End	Target	Score
chr1	26856201	26858201	ENST00000413334	0.724
chr1	26868001	26870001	ENST00000378511	0.834
chr1	26868001	26870001	ENST00000392284	0.899
chr1	26868001	26870001	ENST00000435438	0.812
chr1	26872001	26874001	ENST00000452524	0.862
chr1	26872001	26874001	ENST00000507972	0.883
chr1	26872001	26874001	ENST00000453505	0.955
chr1	26906201	26908201	ENST00000440371	0.833
chr1	26906201	26908201	ENST00000438805	0.756
chr1	26906201	26908201	ENST00000507972	0.815
chr1	26908401	26910401	ENST00000440371	0.74
chr1	26908401	26910401	ENST00000392284	0.933
chr1	26908401	26910401	ENST00000435438	0.901
chr1	26947001	26949001	ENST00000374649	0.76
chr1	26947001	26949001	ENST00000519051	0.776
chr1	26947001	26949001	ENST00000453505	0.844
chr1	27003001	27005001	ENST00000435438	0.8
chr1	27003001	27005001	ENST00000224652	0.875
chr1	27003001	27005001	ENST00000543305	0.79
chr1	27018601	27020601	ENST00000453505	0.676
chr1	27018601	27020601	ENST00000224652	0.83
chr1	27018601	27020601	ENST00000413334	0.661
chr1	27024401	27026401	ENST00000453505	0.881
chr1	27024401	27026401	ENST00000224652	0.775
chr1	27024401	27026401	ENST00000413334	0.779
chr1	27027401	27029401	ENST00000453505	0.949
chr1	27027401	27029401	ENST00000224652	0.981
chr1	27027401	27029401	ENST00000460827	0.815
chr1	27031801	27033801	ENST00000453505	0.678
chr1	27031801	27033801	ENST00000224652	0.867
chr1	27031801	27033801	ENST00000461521	0.828
chr1	27049201	27051201	ENST00000507972	0.61
chr1	27049201	27051201	ENST00000224652	0.835
chr1	27049201	27051201	ENST00000413246	0.985
chr1	27065601	27067601	ENST00000539629	0.733
chr1	27065601	27067601	ENST00000413246	0.874
chr1	27065601	27067601	ENST00000453380	0.875
chr1	27069801	27071801	ENST00000370973	0.711
chr1	27069801	27071801	ENST00000461521	0.875
chr1	27069801	27071801	ENST00000444200	0.686
chr1	27114201	27116201	ENST00000224652	0.837
chr1	27114201	27116201	ENST00000461521	0.945
chr1	27114201	27116201	ENST00000444200	0.886
chr1	27125801	27127801	ENST00000464354	0.719
chr1	27125801	27127801	ENST00000444200	0.882
chr1	27125801	27127801	ENST00000510463	0.798
chr1	27146401	27148401	ENST00000540164	0.878
chr1	27146401	27148401	ENST00000392284	0.915
chr1	27146401	27148401	ENST00000355460	0.924
chr1	27154401	27156401	ENST00000465346	0.913
chr1	27154401	27156401	ENST00000444200	0.908
chr1	27154401	27156401	ENST00000486755	0.809
chr1	27159201	27161201	ENST00000435438	0.861
chr1	27159201	27161201	ENST00000444200	0.769
chr1	27159201	27161201	ENST00000510463	0.855
chr1	27164601	27166601	ENST00000453505	0.659
chr1	27164601	27166601	ENST00000465346	0.838
chr1	27164601	27166601	ENST00000502724	0.811
chr1	27190601	27192601	ENST00000540488	0.783
chr1	27190601	27192601	ENST00000444200	0.853
chr1	27190601	27192601	ENST00000451056	0.781
chr1	27215401	27217401	ENST00000419885	0.849
chr1	27215401	27217401	ENST00000479004	0.961
chr1	27215401	27217401	ENST00000502724	0.883
chr1	27225401	27227401	ENST00000419885	0.888
chr1	27225401	27227401	ENST00000479004	0.949
chr1	27225401	27227401	ENST00000502724	0.824
chr1	27248001	27250001	ENST00000419885	0.752
chr1	27248001	27250001	ENST00000479004	0.735
chr1	27248001	27250001	ENST00000502724	0.838
chr1	27459601	27461601	ENST00000435438	0.856
chr1	27459601	27461601	ENST00000312465	0.752
chr1	27459601	27461601	ENST00000544910	0.72
chr1	27462201	27464201	ENST00000420692	0.925
chr1	27462201	27464201	ENST00000486755	0.929
chr1	27462201	27464201	ENST00000506372	0.938
chr1	27479801	27481801	ENST00000517120	0.72
chr1	27479801	27481801	ENST00000506372	0.67
chr1	27479801	27481801	ENST00000411330	0.689
chr1	27561601	27563601	ENST00000468774	0.837
chr1	27561601	27563601	ENST00000419292	0.83
chr1	27561601	27563601	ENST00000535566	0.905
chr1	27579401	27581401	ENST00000392284	0.886
chr1	27579401	27581401	ENST00000435438	0.83
chr1	27579401	27581401	ENST00000343516	0.827
chr1	27668401	27670401	ENST00000494540	0.828
chr1	27668401	27670401	ENST00000374051	0.756
chr1	27668401	27670401	ENST00000419292	0.982
chr1	27743201	27745201	ENST00000543305	0.93
chr1	27743201	27745201	ENST00000535566	0.791
chr1	27743201	27745201	ENST00000518952	0.952
chr1	27744801	27746801	ENST00000444732	0.846
chr1	27744801	27746801	ENST00000481171	0.886
chr1	27744801	27746801	ENST00000538839	0.921
chr1	27753601	27755601	ENST00000420692	0.842
chr1	27753601	27755601	ENST00000543305	0.807
chr1	27753601	27755601	ENST00000518952	0.855
chr1	27756601	27758601	ENST00000374051	0.84
chr1	27756601	27758601	ENST00000377271	0.865
chr1	27756601	27758601	ENST00000312465	0.737
chr1	27759801	27761801	ENST00000494540	0.896
chr1	27759801	27761801	ENST00000481339	0.825
chr1	27759801	27761801	ENST00000295400	0.903
chr1	27762601	27764601	ENST00000452524	0.7
chr1	27762601	27764601	ENST00000377271	0.786
chr1	27762601	27764601	ENST00000440742	0.799
chr1	27764201	27766201	ENST00000521807	0.79
chr1	27764201	27766201	ENST00000440742	0.839
chr1	27764201	27766201	ENST00000481339	0.857
chr1	27770601	27772601	ENST00000435438	0.897
chr1	27770601	27772601	ENST00000312412	0.869
chr1	27770601	27772601	ENST00000288490	0.805
chr1	27790601	27792601	ENST00000435438	0.76
chr1	27790601	27792601	ENST00000527331	0.759
chr1	27790601	27792601	ENST00000288490	0.746
chr1	27795401	27797401	ENST00000540123	0.794
chr1	27795401	27797401	ENST00000538839	0.744
chr1	27795401	27797401	ENST00000316219	0.861
chr1	27802201	27804201	ENST00000540123	0.917
chr1	27802201	27804201	ENST00000440742	0.953
chr1	27802201	27804201	ENST00000538839	0.839
chr1	27808201	27810201	ENST00000540123	0.958
chr1	27808201	27810201	ENST00000288490	0.97
chr1	27808201	27810201	ENST00000316219	0.868
chr1	27814801	27816801	ENST00000375323	0.751
chr1	27814801	27816801	ENST00000544910	0.71
chr1	27814801	27816801	ENST00000472100	0.716
chr1	27851801	27853801	ENST00000420692	0.816
chr1	27851801	27853801	ENST00000521807	0.833
chr1	27851801	27853801	ENST00000540123	0.865
chr1	27881801	27883801	ENST00000440742	0.787
chr1	27881801	27883801	ENST00000497769	0.886
chr1	27881801	27883801	ENST00000472011	0.75
chr1	27935601	27937601	ENST00000505915	0.906
chr1	27935601	27937601	ENST00000535566	0.91
chr1	27935601	27937601	ENST00000481339	0.922
chr1	27950601	27952601	ENST00000419292	0.872
chr1	27950601	27952601	ENST00000472011	0.976
chr1	27950601	27952601	ENST00000538839	0.967
chr1	27956601	27958601	ENST00000472011	0.981
chr1	27956601	27958601	ENST00000355460	0.954
chr1	27956601	27958601	ENST00000474544	0.992
chr1	27959201	27961201	ENST00000481339	0.942
chr1	27959201	27961201	ENST00000544910	0.983
chr1	27959201	27961201	ENST00000424019	0.929
chr1	27976001	27978001	ENST00000472011	0.888
chr1	27976001	27978001	ENST00000481339	0.933
chr1	27976001	27978001	ENST00000424536	0.898
chr1	27981401	27983401	ENST00000538839	0.925
chr1	27981401	27983401	ENST00000451524	0.828
chr1	27981401	27983401	ENST00000490697	0.832
chr1	27984801	27986801	ENST00000538839	0.938
chr1	27984801	27986801	ENST00000518952	0.896
chr1	27984801	27986801	ENST00000465399	0.854
chr1	27988401	27990401	ENST00000516935	0.891
chr1	27988401	27990401	ENST00000451524	0.897
chr1	27988401	27990401	ENST00000490697	0.928
chr1	27995401	27997401	ENST00000544910	0.854
chr1	27995401	27997401	ENST00000411330	0.892
chr1	27995401	27997401	ENST00000420664	0.848
chr1	27997201	27999201	ENST00000544910	0.791
chr1	27997201	27999201	ENST00000411330	0.865
chr1	27997201	27999201	ENST00000539741	0.818
chr1	28015201	28017201	ENST00000497769	0.922
chr1	28015201	28017201	ENST00000518952	0.88
chr1	28015201	28017201	ENST00000451524	0.834
chr1	28052601	28054601	ENST00000440742	0.81
chr1	28052601	28054601	ENST00000472011	0.892
chr1	28052601	28054601	ENST00000483228	0.917
chr1	28099401	28101401	ENST00000538839	0.779
chr1	28099401	28101401	ENST00000312412	0.804
chr1	28099401	28101401	ENST00000298124	0.833
chr1	28157001	28159001	ENST00000441464	0.783
chr1	28157001	28159001	ENST00000428133	0.848
chr1	28157001	28159001	ENST00000521553	0.9
chr1	28189601	28191601	ENST00000481339	0.877
chr1	28189601	28191601	ENST00000424019	0.847
chr1	28189601	28191601	ENST00000490697	0.837
chr1	28195001	28197001	ENST00000472100	0.906
chr1	28195001	28197001	ENST00000384793	0.976
chr1	28195001	28197001	ENST00000490697	0.853
chr1	28198801	28200801	ENST00000488122	0.829
chr1	28198801	28200801	ENST00000411330	0.894
chr1	28198801	28200801	ENST00000314761	0.892
chr1	28210001	28212001	ENST00000538839	0.93
chr1	28210001	28212001	ENST00000424019	0.98
chr1	28210001	28212001	ENST00000490697	0.979
chr1	28212801	28214801	ENST00000424019	0.923
chr1	28212801	28214801	ENST00000490697	0.872
chr1	28212801	28214801	ENST00000411330	0.977
chr1	28217201	28219201	ENST00000518952	0.926
chr1	28217201	28219201	ENST00000219700	0.859
chr1	28217201	28219201	ENST00000539741	0.892
chr1	28239801	28241801	ENST00000441464	0.651
chr1	28239801	28241801	ENST00000488122	0.82
chr1	28239801	28241801	ENST00000539741	0.691
chr1	28382201	28384201	ENST00000377271	0.952
chr1	28382201	28384201	ENST00000490697	0.776
chr1	28382201	28384201	ENST00000437906	0.805
chr1	28397801	28399801	ENST00000481339	0.854
chr1	28397801	28399801	ENST00000544910	0.855
chr1	28397801	28399801	ENST00000538839	0.842
chr1	28401401	28403401	ENST00000481339	0.856
chr1	28401401	28403401	ENST00000538839	0.859
chr1	28401401	28403401	ENST00000316219	0.925
chr1	28413601	28415601	ENST00000521553	0.751
chr1	28413601	28415601	ENST00000298124	0.807
chr1	28413601	28415601	ENST00000527594	0.778
chr1	28423001	28425001	ENST00000544910	0.862
chr1	28423001	28425001	ENST00000538839	0.866
chr1	28423001	28425001	ENST00000543709	0.942
chr1	28440601	28442601	ENST00000424019	0.802
chr1	28440601	28442601	ENST00000490697	0.82
chr1	28440601	28442601	ENST00000381694	0.814
chr1	28453201	28455201	ENST00000424019	0.714
chr1	28453201	28455201	ENST00000355956	0.704
chr1	28453201	28455201	ENST00000314761	0.797
chr1	28461001	28463001	ENST00000472100	0.795
chr1	28461001	28463001	ENST00000426031	0.793
chr1	28461001	28463001	ENST00000527481	0.8
chr1	28470401	28472401	ENST00000481339	0.848
chr1	28470401	28472401	ENST00000544910	0.854
chr1	28470401	28472401	ENST00000409892	0.896
chr1	28473401	28475401	ENST00000316219	0.9
chr1	28473401	28475401	ENST00000425588	0.942
chr1	28473401	28475401	ENST00000409892	0.807
chr1	28495401	28497401	ENST00000288490	0.991
chr1	28495401	28497401	ENST00000316219	0.912
chr1	28495401	28497401	ENST00000525564	0.881
chr1	28497601	28499601	ENST00000543158	0.734
chr1	28497601	28499601	ENST00000355956	0.695
chr1	28497601	28499601	ENST00000497310	0.781
chr1	28500001	28502001	ENST00000543709	0.864
chr1	28500001	28502001	ENST00000465307	0.803
chr1	28500001	28502001	ENST00000408759	0.868
chr1	28502001	28504001	ENST00000465307	0.944
chr1	28502001	28504001	ENST00000316219	0.954
chr1	28502001	28504001	ENST00000492923	0.791
chr1	28524801	28526801	ENST00000465307	0.884
chr1	28524801	28526801	ENST00000314761	0.866
chr1	28524801	28526801	ENST00000525564	0.849
chr1	28558201	28560201	ENST00000491106	0.997
chr1	28558201	28560201	ENST00000412896	0.997
chr1	28558201	28560201	ENST00000314761	0.998
chr1	28562401	28564401	ENST00000425588	0.872
chr1	28562401	28564401	ENST00000505241	0.805
chr1	28562401	28564401	ENST00000380693	0.926
chr1	28567001	28569001	ENST00000491106	0.931
chr1	28567001	28569001	ENST00000314761	0.933
chr1	28567001	28569001	ENST00000380693	0.953
chr1	28570001	28572001	ENST00000288490	0.942
chr1	28570001	28572001	ENST00000314761	0.793
chr1	28570001	28572001	ENST00000380693	0.76
chr1	28572001	28574001	ENST00000425588	0.881
chr1	28572001	28574001	ENST00000314761	0.988
chr1	28572001	28574001	ENST00000380693	0.928
chr1	28573601	28575601	ENST00000412896	0.798
chr1	28573601	28575601	ENST00000314761	0.821
chr1	28573601	28575601	ENST00000446663	0.823
chr1	28586401	28588401	ENST00000491106	0.862
chr1	28586401	28588401	ENST00000412896	0.915
chr1	28586401	28588401	ENST00000314761	0.877
chr1	28655001	28657001	ENST00000527594	0.693
chr1	28655001	28657001	ENST00000444039	0.686
chr1	28655001	28657001	ENST00000517059	0.846
chr1	28695801	28697801	ENST00000446663	0.654
chr1	28695801	28697801	ENST00000527594	0.851
chr1	28695801	28697801	ENST00000493680	0.653
chr1	28699801	28701801	ENST00000288490	0.867
chr1	28699801	28701801	ENST00000412896	0.877
chr1	28699801	28701801	ENST00000425520	0.884
chr1	28743201	28745201	ENST00000472011	0.926
chr1	28743201	28745201	ENST00000356504	0.973
chr1	28743201	28745201	ENST00000409892	0.938
chr1	28764401	28766401	ENST00000472011	0.731
chr1	28764401	28766401	ENST00000426031	0.938
chr1	28764401	28766401	ENST00000369704	0.757
chr1	28833401	28835401	ENST00000425588	0.839
chr1	28833401	28835401	ENST00000418580	0.847
chr1	28833401	28835401	ENST00000369704	0.836
chr1	28844601	28846601	ENST00000426031	0.921
chr1	28844601	28846601	ENST00000424536	0.948
chr1	28844601	28846601	ENST00000426650	0.919
chr1	28879001	28881001	ENST00000369704	0.857
chr1	28879001	28881001	ENST00000527481	0.922
chr1	28879001	28881001	ENST00000468975	0.834
chr1	28903401	28905401	ENST00000426650	0.943
chr1	28903401	28905401	ENST00000543178	0.855
chr1	28903401	28905401	ENST00000423050	0.982
chr1	28968201	28970201	ENST00000543178	0.856
chr1	28968201	28970201	ENST00000466796	0.998
chr1	28968201	28970201	ENST00000504842	0.924
chr1	28995001	28997001	ENST00000436684	0.963
chr1	28995001	28997001	ENST00000477831	0.927
chr1	28995001	28997001	ENST00000492923	0.822
chr1	29063401	29065401	ENST00000468975	0.805
chr1	29063401	29065401	ENST00000522915	0.86
chr1	29063401	29065401	ENST00000437906	0.81
chr1	29070401	29072401	ENST00000477831	0.871
chr1	29070401	29072401	ENST00000418215	0.919
chr1	29070401	29072401	ENST00000435069	0.926
chr1	29213201	29215201	ENST00000338950	0.797
chr1	29213201	29215201	ENST00000251287	0.959
chr1	29213201	29215201	ENST00000433540	0.835
chr1	29253401	29255401	ENST00000288490	0.76
chr1	29253401	29255401	ENST00000356657	0.776
chr1	29253401	29255401	ENST00000435069	0.869
chr1	29496401	29498401	ENST00000522915	0.749
chr1	29496401	29498401	ENST00000525564	0.797
chr1	29496401	29498401	ENST00000435833	0.856
chr1	29506201	29508201	ENST00000517059	0.7
chr1	29506201	29508201	ENST00000339784	0.817
chr1	29506201	29508201	ENST00000528308	0.67
chr1	29536401	29538401	ENST00000426031	0.704
chr1	29536401	29538401	ENST00000448452	0.836
chr1	29536401	29538401	ENST00000463201	0.782
chr1	29555801	29557801	ENST00000413735	0.817
chr1	29555801	29557801	ENST00000443309	0.96
chr1	29555801	29557801	ENST00000433540	0.883
chr1	30160401	30162401	ENST00000448452	0.56
chr1	30160401	30162401	ENST00000510712	0.356
chr1	30160401	30162401	ENST00000479116	0.314
chr1	30181001	30183001	ENST00000433540	0.537
chr1	30181001	30183001	ENST00000510712	0.575
chr1	30181001	30183001	ENST00000479116	0.747
chr1	31191401	31193401	ENST00000377167	0.947
chr1	31191401	31193401	ENST00000473661	0.891
chr1	31191401	31193401	ENST00000509718	0.871
chr1	31202201	31204201	ENST00000377167	0.891
chr1	31202201	31204201	ENST00000432043	0.839
chr1	31202201	31204201	ENST00000482030	0.895
chr1	31215601	31217601	ENST00000377167	0.83
chr1	31215601	31217601	ENST00000488086	0.948
chr1	31215601	31217601	ENST00000477560	0.759
chr1	31219001	31221001	ENST00000377167	0.923
chr1	31219001	31221001	ENST00000432043	0.875
chr1	31219001	31221001	ENST00000488086	0.927
chr1	31222801	31224801	ENST00000404079	0.76
chr1	31222801	31224801	ENST00000488086	0.946
chr1	31222801	31224801	ENST00000509718	0.755
chr1	31225801	31227801	ENST00000473661	0.817
chr1	31225801	31227801	ENST00000488086	0.744
chr1	31225801	31227801	ENST00000509718	0.994
chr1	31228801	31230801	ENST00000488086	0.756
chr1	31228801	31230801	ENST00000509718	0.558
chr1	31228801	31230801	ENST00000538994	0.641
chr1	31233401	31235401	ENST00000377167	0.855
chr1	31233401	31235401	ENST00000488086	0.982
chr1	31233401	31235401	ENST00000509718	0.874
chr1	31237401	31239401	ENST00000509718	0.78
chr1	31237401	31239401	ENST00000414686	0.808
chr1	31237401	31239401	ENST00000534289	0.825
chr1	31482401	31484401	ENST00000447402	0.702
chr1	31482401	31484401	ENST00000412427	0.656
chr1	31482401	31484401	ENST00000482757	0.59
chr1	31500201	31502201	ENST00000491838	0.816
chr1	31500201	31502201	ENST00000455811	0.784
chr1	31500201	31502201	ENST00000433218	0.784
chr1	31500201	31502201	ENST00000423936	0.866
chr1	31536601	31538601	ENST00000538994	0.636
chr1	31536601	31538601	ENST00000480696	0.693
chr1	31536601	31538601	ENST00000412427	0.677
chr1	31627401	31629401	ENST00000538994	0.813
chr1	31627401	31629401	ENST00000491838	0.909
chr1	31627401	31629401	ENST00000433218	0.857
chr1	31895401	31897401	ENST00000419388	0.754
chr1	31895401	31897401	ENST00000420288	0.795
chr1	31895401	31897401	ENST00000465174	0.76
chr1	32014401	32016401	ENST00000483551	0.86
chr1	32014401	32016401	ENST00000438761	0.888
chr1	32014401	32016401	ENST00000509083	0.875
chr1	32070601	32072601	ENST00000546202	0.753
chr1	32070601	32072601	ENST00000409122	0.717
chr1	32070601	32072601	ENST00000454558	0.887
chr1	32103601	32105601	ENST00000411464	0.812
chr1	32103601	32105601	ENST00000368681	0.945
chr1	32103601	32105601	ENST00000527988	0.875
chr1	32108801	32110801	ENST00000411464	0.765
chr1	32108801	32110801	ENST00000438761	0.868
chr1	32108801	32110801	ENST00000368681	0.847
chr1	32209801	32211801	ENST00000482030	0.909
chr1	32209801	32211801	ENST00000422489	0.781
chr1	32209801	32211801	ENST00000487813	0.847
chr1	32253401	32255401	ENST00000514520	0.905
chr1	32253401	32255401	ENST00000329714	0.857
chr1	32253401	32255401	ENST00000370717	0.87
chr1	32346001	32348001	ENST00000527988	0.786
chr1	32346001	32348001	ENST00000382882	0.811
chr1	32346001	32348001	ENST00000430331	0.699
chr1	32354001	32356001	ENST00000412427	0.744
chr1	32354001	32356001	ENST00000409972	0.757
chr1	32354001	32356001	ENST00000435096	0.726
chr1	32367001	32369001	ENST00000527988	0.813
chr1	32367001	32369001	ENST00000382882	0.966
chr1	32367001	32369001	ENST00000529931	0.891
chr1	32377601	32379601	ENST00000329714	0.866
chr1	32377601	32379601	ENST00000470631	0.944
chr1	32377601	32379601	ENST00000430331	0.856
chr1	32389401	32391401	ENST00000509907	0.868
chr1	32389401	32391401	ENST00000527988	0.949
chr1	32389401	32391401	ENST00000470631	0.965
chr1	32392001	32394001	ENST00000368681	0.861
chr1	32392001	32394001	ENST00000435096	0.846
chr1	32392001	32394001	ENST00000430331	0.998
chr1	32394001	32396001	ENST00000361538	0.829
chr1	32394001	32396001	ENST00000430331	0.949
chr1	32394001	32396001	ENST00000520984	0.87
chr1	32395801	32397801	ENST00000329714	0.907
chr1	32395801	32397801	ENST00000436598	0.772
chr1	32395801	32397801	ENST00000465174	0.755
chr1	32401601	32403601	ENST00000480280	0.807
chr1	32401601	32403601	ENST00000470631	0.955
chr1	32401601	32403601	ENST00000463058	0.827
chr1	32408401	32410401	ENST00000475356	0.871
chr1	32408401	32410401	ENST00000436598	0.888
chr1	32408401	32410401	ENST00000430331	0.791
chr1	32417201	32419201	ENST00000436598	0.95
chr1	32417201	32419201	ENST00000382882	0.903
chr1	32417201	32419201	ENST00000373193	0.943
chr1	32419801	32421801	ENST00000475356	0.851
chr1	32419801	32421801	ENST00000509907	0.876
chr1	32419801	32421801	ENST00000382882	0.93
chr1	32422801	32424801	ENST00000436598	0.979
chr1	32422801	32424801	ENST00000527988	0.885
chr1	32422801	32424801	ENST00000485369	0.864
chr1	32426201	32428201	ENST00000509907	0.889
chr1	32426201	32428201	ENST00000454558	0.905
chr1	32426201	32428201	ENST00000485369	0.89
chr1	32446001	32448001	ENST00000509907	0.909
chr1	32446001	32448001	ENST00000454558	0.845
chr1	32446001	32448001	ENST00000408447	0.775
chr1	32449801	32451801	ENST00000454558	0.779
chr1	32449801	32451801	ENST00000514952	0.686
chr1	32449801	32451801	ENST00000454057	0.743
chr1	32479401	32481401	ENST00000527988	0.698
chr1	32479401	32481401	ENST00000390309	0.721
chr1	32479401	32481401	ENST00000370011	0.717
chr1	32485801	32487801	ENST00000509907	0.781
chr1	32485801	32487801	ENST00000427791	0.784
chr1	32485801	32487801	ENST00000397593	0.843
chr1	32538001	32540001	ENST00000430331	0.715
chr1	32538001	32540001	ENST00000449198	0.681
chr1	32538001	32540001	ENST00000334383	0.672
chr1	32573201	32575201	ENST00000329714	0.85
chr1	32573201	32575201	ENST00000431109	0.809
chr1	32573201	32575201	ENST00000427791	0.856
chr1	32576001	32578001	ENST00000463058	0.987
chr1	32576001	32578001	ENST00000485369	0.889
chr1	32576001	32578001	ENST00000532027	0.81
chr1	32645401	32647401	ENST00000425148	0.969
chr1	32645401	32647401	ENST00000485369	0.822
chr1	32645401	32647401	ENST00000520984	0.87
chr1	32666401	32668401	ENST00000390309	0.721
chr1	32666401	32668401	ENST00000532027	0.968
chr1	32666401	32668401	ENST00000520984	0.989
chr1	32670801	32672801	ENST00000465174	0.909
chr1	32670801	32672801	ENST00000425148	0.941
chr1	32670801	32672801	ENST00000454558	0.947
chr1	32705201	32707201	ENST00000463058	0.831
chr1	32705201	32707201	ENST00000408447	0.961
chr1	32705201	32707201	ENST00000334383	0.844
chr1	32716801	32718801	ENST00000483551	0.782
chr1	32716801	32718801	ENST00000500902	0.94
chr1	32716801	32718801	ENST00000544346	0.911
chr1	32722001	32724001	ENST00000449198	0.709
chr1	32722001	32724001	ENST00000408447	0.77
chr1	32722001	32724001	ENST00000454057	0.711
chr1	32729001	32731001	ENST00000408447	0.872
chr1	32729001	32731001	ENST00000454030	0.806
chr1	32729001	32731001	ENST00000370011	0.857
chr1	32757401	32759401	ENST00000514952	0.932
chr1	32757401	32759401	ENST00000417438	0.851
chr1	32757401	32759401	ENST00000370011	0.874
chr1	32781801	32783801	ENST00000425148	0.874
chr1	32781801	32783801	ENST00000395625	0.916
chr1	32781801	32783801	ENST00000414904	0.945
chr1	32784601	32786601	ENST00000397593	0.941
chr1	32784601	32786601	ENST00000518267	0.781
chr1	32784601	32786601	ENST00000414904	0.961
chr1	32787001	32789001	ENST00000485369	0.788
chr1	32787001	32789001	ENST00000412359	0.814
chr1	32787001	32789001	ENST00000486181	0.74
chr1	32799201	32801201	ENST00000334383	0.87
chr1	32799201	32801201	ENST00000412359	0.769
chr1	32799201	32801201	ENST00000454057	0.864
chr1	32804401	32806401	ENST00000448052	0.76
chr1	32804401	32806401	ENST00000395625	0.997
chr1	32804401	32806401	ENST00000412359	0.823
chr1	32858401	32860401	ENST00000544346	0.786
chr1	32858401	32860401	ENST00000334383	0.786
chr1	32858401	32860401	ENST00000456242	0.793
chr1	33084001	33086001	ENST00000454558	0.858
chr1	33084001	33086001	ENST00000522873	0.895
chr1	33084001	33086001	ENST00000535281	0.78
chr1	33088001	33090001	ENST00000429024	0.806
chr1	33088001	33090001	ENST00000414620	0.876
chr1	33088001	33090001	ENST00000447748	0.89
chr1	33092201	33094201	ENST00000454558	0.873
chr1	33092201	33094201	ENST00000522873	0.87
chr1	33092201	33094201	ENST00000300177	0.808
chr1	33112801	33114801	ENST00000454558	0.856
chr1	33112801	33114801	ENST00000402997	0.961
chr1	33112801	33114801	ENST00000369466	0.939
chr1	33287201	33289201	ENST00000454558	0.876
chr1	33287201	33289201	ENST00000260324	0.896
chr1	33287201	33289201	ENST00000535281	0.951
chr1	33423401	33425401	ENST00000454558	0.93
chr1	33423401	33425401	ENST00000471740	0.991
chr1	33423401	33425401	ENST00000379021	0.987
chr1	33427401	33429401	ENST00000448414	0.744
chr1	33427401	33429401	ENST00000447748	0.942
chr1	33427401	33429401	ENST00000414904	0.818
chr1	33446001	33448001	ENST00000367534	0.876
chr1	33446001	33448001	ENST00000447748	0.89
chr1	33446001	33448001	ENST00000445918	0.773
chr1	33449401	33451401	ENST00000498755	0.838
chr1	33449401	33451401	ENST00000465954	0.799
chr1	33449401	33451401	ENST00000518267	0.824
chr1	33454201	33456201	ENST00000471740	0.923
chr1	33454201	33456201	ENST00000477014	0.908
chr1	33454201	33456201	ENST00000518267	0.787
chr1	33457401	33459401	ENST00000498755	0.87
chr1	33457401	33459401	ENST00000447748	0.997
chr1	33457401	33459401	ENST00000534993	0.811
chr1	33457401	33459401	ENST00000520068	0.811
chr1	33489801	33491801	ENST00000326151	0.917
chr1	33489801	33491801	ENST00000534993	0.894
chr1	33489801	33491801	ENST00000520068	0.907
chr1	33496401	33498401	ENST00000326151	0.984
chr1	33496401	33498401	ENST00000465954	0.98
chr1	33496401	33498401	ENST00000362725	0.986
chr1	33500601	33502601	ENST00000477014	0.79
chr1	33500601	33502601	ENST00000416638	0.851
chr1	33500601	33502601	ENST00000520068	0.758
chr1	33592001	33594001	ENST00000379021	0.677
chr1	33592001	33594001	ENST00000465954	0.743
chr1	33592001	33594001	ENST00000361298	0.812
chr1	33697201	33699201	ENST00000498755	0.838
chr1	33697201	33699201	ENST00000361298	0.878
chr1	33697201	33699201	ENST00000441670	0.887
chr1	33722201	33724201	ENST00000508525	0.719
chr1	33722201	33724201	ENST00000379021	0.664
chr1	33722201	33724201	ENST00000477014	0.697
chr1	33725001	33727001	ENST00000414904	0.843
chr1	33725001	33727001	ENST00000546317	0.797
chr1	33725001	33727001	ENST00000485610	0.816
chr1	33807201	33809201	ENST00000373193	0.792
chr1	33807201	33809201	ENST00000505246	0.998
chr1	33807201	33809201	ENST00000512763	0.842
chr1	33813401	33815401	ENST00000261575	0.831
chr1	33813401	33815401	ENST00000416638	0.761
chr1	33813401	33815401	ENST00000369052	0.899
chr1	33925201	33927201	ENST00000389428	0.878
chr1	33925201	33927201	ENST00000481745	0.744
chr1	33925201	33927201	ENST00000441670	0.856
chr1	33938201	33940201	ENST00000261575	0.663
chr1	33938201	33940201	ENST00000546317	0.867
chr1	33938201	33940201	ENST00000541337	0.67
chr1	34798001	34800001	ENST00000259241	0.525
chr1	34798001	34800001	ENST00000362970	0.525
chr1	34798001	34800001	ENST00000309794	0.884
chr1	34826001	34828001	ENST00000441670	0.38
chr1	34826001	34828001	ENST00000491052	0.548
chr1	34826001	34828001	ENST00000309794	0.655
chr1	34995201	34997201	ENST00000437354	0.37
chr1	34995201	34997201	ENST00000465565	0.402
chr1	34995201	34997201	ENST00000363683	0.511
chr1	35323401	35325401	ENST00000394225	0.617
chr1	35323401	35325401	ENST00000426801	0.676
chr1	35323401	35325401	ENST00000517198	0.638
chr1	35449001	35451001	ENST00000538820	0.729
chr1	35449001	35451001	ENST00000484310	0.729
chr1	35449001	35451001	ENST00000485692	0.668
chr1	35495801	35497801	ENST00000309794	0.692
chr1	35495801	35497801	ENST00000512425	0.759
chr1	35495801	35497801	ENST00000517198	0.752
chr1	35651401	35653401	ENST00000485692	0.842
chr1	35651401	35653401	ENST00000480728	0.843
chr1	35651401	35653401	ENST00000472074	0.961
chr1	35655801	35657801	ENST00000484310	0.725
chr1	35655801	35657801	ENST00000485692	0.822
chr1	35655801	35657801	ENST00000472074	0.869
